date time   IFACE rxpck/s txpck/s rxkB/s txkB/s rxcmp/s txcmp/s rxmcst/s %ifutil
2019-07-14 21:40:02   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:02   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:03   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:03   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:04   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:04   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:05   eth0 0.99 0.00 0.21 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:05   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:06   eth0 0.98 0.00 0.20 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:06   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:07   eth0 0.99 0.00 0.21 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:07   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:08   eth0 0.99 0.00 0.21 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:08   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:09   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:09   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:10   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:10   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:11   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:11   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:12   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:12   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:13   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:13   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:14   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:14   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:15   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:15   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:16   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:16   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:17   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:17   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:18   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:18   lo 110.78 110.78 7.32 7.32 0.00 0.00 0.00 0.00
2019-07-14 21:40:19   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:19   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:20   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:20   lo 73.79 73.79 5.53 5.53 0.00 0.00 0.00 0.00
2019-07-14 21:40:21   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:21   lo 560.40 560.40 80.40 80.40 0.00 0.00 0.00 0.00
2019-07-14 21:40:22   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:22   lo 375.73 375.73 53.21 53.21 0.00 0.00 0.00 0.00
2019-07-14 21:40:23   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:23   lo 84.16 84.16 53.85 53.85 0.00 0.00 0.00 0.00
2019-07-14 21:40:24   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:24   lo 147.06 147.06 95.32 95.32 0.00 0.00 0.00 0.00
2019-07-14 21:40:25   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:25   lo 330.39 330.39 115.22 115.22 0.00 0.00 0.00 0.00
2019-07-14 21:40:26   eth0 0.99 0.00 0.18 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:26   lo 206.93 206.93 87.88 87.88 0.00 0.00 0.00 0.00
2019-07-14 21:40:27   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:27   lo 192.00 192.00 61.63 61.63 0.00 0.00 0.00 0.00
2019-07-14 21:40:28   eth0 29.41 39.22 3.11 5.84 0.00 0.00 0.00 0.00
2019-07-14 21:40:28   lo 14.71 14.71 8.41 8.41 0.00 0.00 0.00 0.00
2019-07-14 21:40:29   eth0 147.52 153.47 18.06 30.05 0.00 0.00 0.00 0.00
2019-07-14 21:40:29   lo 74.26 74.26 34.38 34.38 0.00 0.00 0.00 0.00
2019-07-14 21:40:30   eth0 12.87 12.87 1.56 2.56 0.00 0.00 0.00 0.00
2019-07-14 21:40:30   lo 344.55 344.55 72.86 72.86 0.00 0.00 0.00 0.00
2019-07-14 21:40:31   eth0 1.00 2.00 0.06 0.13 0.00 0.00 0.00 0.00
2019-07-14 21:40:31   lo 87.00 87.00 5.13 5.13 0.00 0.00 0.00 0.00
2019-07-14 21:40:32   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:32   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:33   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:33   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:34   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:34   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:35   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:35   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:36   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:36   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:37   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:37   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:38   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:38   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:39   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:39   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:40   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:40   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:41   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:41   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:42   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:42   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:43   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:43   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:44   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:44   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:45   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:45   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:46   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:46   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:47   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:47   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:48   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:48   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:49   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:49   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:50   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:50   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:51   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:51   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:52   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:52   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:54   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:54   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:55   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:55   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:56   eth0 0.98 0.00 0.18 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:56   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:57   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:57   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:58   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:58   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:59   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:40:59   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:00   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:00   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:01   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:01   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:02   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:02   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:03   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:03   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:04   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:04   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:05   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:05   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:06   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:06   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:07   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:07   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:08   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:08   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:09   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:09   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:10   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:10   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:11   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:11   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:12   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:12   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:13   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:13   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:14   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:14   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:15   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:15   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:16   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:16   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:17   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:17   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:18   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:18   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:19   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:19   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:20   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:20   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:21   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:21   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:22   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:22   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:23   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:23   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:24   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:24   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:25   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:25   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:26   eth0 0.99 0.00 0.18 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:26   lo 111.88 111.88 7.39 7.39 0.00 0.00 0.00 0.00
2019-07-14 21:41:27   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:27   lo 76.00 76.00 5.69 5.69 0.00 0.00 0.00 0.00
2019-07-14 21:41:28   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:28   lo 104.90 104.90 13.51 13.51 0.00 0.00 0.00 0.00
2019-07-14 21:41:29   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:29   lo 815.69 815.69 119.03 119.03 0.00 0.00 0.00 0.00
2019-07-14 21:41:30   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:30   lo 85.15 85.15 41.60 41.60 0.00 0.00 0.00 0.00
2019-07-14 21:41:31   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:31   lo 126.73 126.73 86.59 86.59 0.00 0.00 0.00 0.00
2019-07-14 21:41:32   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:32   lo 256.44 256.44 113.65 113.65 0.00 0.00 0.00 0.00
2019-07-14 21:41:33   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:33   lo 302.94 302.94 104.31 104.31 0.00 0.00 0.00 0.00
2019-07-14 21:41:34   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:34   lo 204.95 204.95 69.11 69.11 0.00 0.00 0.00 0.00
2019-07-14 21:41:35   eth0 64.71 72.55 7.31 12.86 0.00 0.00 0.00 0.00
2019-07-14 21:41:35   lo 41.18 41.18 21.11 21.11 0.00 0.00 0.00 0.00
2019-07-14 21:41:36   eth0 122.77 127.72 15.22 24.91 0.00 0.00 0.00 0.00
2019-07-14 21:41:36   lo 299.01 299.01 69.30 69.30 0.00 0.00 0.00 0.00
2019-07-14 21:41:37   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:37   lo 93.07 93.07 25.11 25.11 0.00 0.00 0.00 0.00
2019-07-14 21:41:38   eth0 0.98 1.96 0.06 0.13 0.00 0.00 0.00 0.00
2019-07-14 21:41:38   lo 85.29 85.29 5.03 5.03 0.00 0.00 0.00 0.00
2019-07-14 21:41:39   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:39   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:40   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:40   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:41   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:41   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:42   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:42   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:43   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:43   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:44   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:44   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:45   eth0 0.99 0.00 0.07 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:45   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:46   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:46   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:47   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:47   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:48   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:48   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:49   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:49   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:50   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:50   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:51   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:51   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:52   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:52   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:53   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:53   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:54   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:54   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:55   eth0 0.99 0.00 0.18 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:55   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:56   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:56   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:57   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:57   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:58   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:58   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:59   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:41:59   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:00   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:00   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:01   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:01   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:02   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:02   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:03   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:03   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:04   eth0 0.99 0.00 0.21 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:04   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:05   eth0 0.99 0.00 0.21 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:05   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:07   eth0 0.98 0.00 0.20 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:07   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:08   eth0 0.99 0.00 0.21 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:08   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:09   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:09   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:10   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:10   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:11   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:11   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:12   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:12   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:13   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:13   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:14   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:14   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:15   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:15   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:16   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:16   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:17   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:17   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:18   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:18   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:19   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:19   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:20   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:20   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:21   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:21   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:22   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:22   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:23   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:23   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:24   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:24   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:25   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:25   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:26   eth0 0.98 0.00 0.18 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:26   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:27   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
